fecha,DELITO DE BAJO IMPACTO,FEMINICIDIO,HECHO NO DELICTIVO,HOMICIDIO DOLOSO,LESIONES DOLOSAS POR DISPARO DE ARMA DE FUEGO,PLAGIO O SECUESTRO,ROBO A CASA HABITACIÓN CON VIOLENCIA,ROBO A CUENTAHABIENTE SALIENDO DEL CAJERO CON VIOLENCIA,ROBO A NEGOCIO CON VIOLENCIA,ROBO A PASAJERO A BORDO DE MICROBUS CON Y SIN VIOLENCIA,ROBO A PASAJERO A BORDO DE TAXI CON VIOLENCIA,ROBO A PASAJERO A BORDO DEL METRO CON Y SIN VIOLENCIA,ROBO A REPARTIDOR CON Y SIN VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,ROBO A TRANSPORTISTA CON Y SIN VIOLENCIA,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,SECUESTRO,VIOLACIÓN,total_delitos
2015-11-06,60.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,79.0
2015-11-07,28.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
2015-11-08,28.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,33.0
2015-11-09,56.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0
2015-11-10,78.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0
2015-11-11,65.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0
2015-11-12,57.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0
2015-11-13,44.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,58.0
2015-11-14,30.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,37.0
2015-11-15,93.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,112.0
2015-11-16,40.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0
2015-11-17,61.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,79.0
2015-11-18,52.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,64.0
2015-11-19,56.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,73.0
2015-11-20,82.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,97.0
2015-11-21,37.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0
2015-11-22,34.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,42.0
2015-11-23,57.0,0.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0
2015-11-24,55.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0
2015-11-25,73.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,93.0
2015-11-26,63.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0
2015-11-27,42.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0
2015-11-28,53.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,67.0
2015-11-29,33.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,40.0
2015-11-30,75.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,93.0
2015-12-01,147.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,181.0
2015-12-02,74.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,86.0
2015-12-03,84.0,0.0,13.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,102.0
2015-12-04,73.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,86.0
2015-12-05,78.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,81.0
2015-12-06,33.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,44.0
2015-12-07,80.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,94.0
2015-12-08,71.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,84.0
2015-12-09,69.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,86.0
2015-12-10,97.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,114.0
2015-12-11,78.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,108.0
2015-12-12,85.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,100.0
2015-12-13,58.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,71.0
2015-12-14,75.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,98.0
2015-12-15,202.0,0.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,234.0
2015-12-16,94.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,108.0
2015-12-17,86.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,103.0
2015-12-18,123.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,146.0
2015-12-19,56.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,67.0
2015-12-20,89.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,102.0
2015-12-21,119.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,135.0
2015-12-22,100.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,123.0
2015-12-23,108.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,119.0
2015-12-24,88.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,106.0
2015-12-25,50.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,62.0
2015-12-26,68.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,79.0
2015-12-27,74.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,83.0
2015-12-28,92.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,111.0
2015-12-29,111.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,127.0
2015-12-30,143.0,0.0,14.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,1.0,0.0,1.0,0.0,6.0,0.0,0.0,172.0
2015-12-31,176.0,0.0,21.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,3.0,8.0,0.0,12.0,0.0,0.0,229.0
2016-01-01,450.0,0.0,58.0,4.0,6.0,0.0,3.0,0.0,9.0,0.0,0.0,0.0,0.0,5.0,0.0,11.0,0.0,13.0,559.0
2016-01-02,288.0,0.0,27.0,3.0,0.0,0.0,1.0,1.0,10.0,0.0,0.0,2.0,3.0,17.0,0.0,32.0,0.0,2.0,386.0
2016-01-03,284.0,0.0,20.0,2.0,1.0,0.0,2.0,0.0,5.0,3.0,1.0,0.0,1.0,17.0,0.0,30.0,0.0,0.0,366.0
2016-01-04,421.0,0.0,35.0,0.0,1.0,0.0,0.0,2.0,20.0,5.0,2.0,2.0,8.0,18.0,0.0,49.0,0.0,3.0,566.0
2016-01-05,404.0,0.0,29.0,1.0,1.0,0.0,1.0,2.0,8.0,2.0,2.0,5.0,7.0,19.0,0.0,35.0,0.0,1.0,517.0
2016-01-06,298.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,6.0,11.0,2.0,19.0,0.0,1.0,383.0
2016-01-07,379.0,0.0,34.0,6.0,0.0,0.0,2.0,0.0,12.0,3.0,0.0,0.0,6.0,20.0,0.0,34.0,2.0,3.0,501.0
2016-01-08,366.0,0.0,28.0,4.0,1.0,0.0,0.0,1.0,12.0,2.0,0.0,4.0,5.0,15.0,0.0,35.0,0.0,0.0,473.0
2016-01-09,304.0,0.0,15.0,4.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,4.0,2.0,14.0,0.0,23.0,0.0,1.0,378.0
2016-01-10,306.0,0.0,21.0,1.0,1.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,8.0,1.0,19.0,0.0,3.0,367.0
2016-01-11,417.0,0.0,35.0,2.0,1.0,0.0,1.0,2.0,2.0,5.0,0.0,4.0,6.0,14.0,1.0,32.0,0.0,1.0,523.0
2016-01-12,386.0,0.0,35.0,2.0,1.0,0.0,1.0,3.0,11.0,6.0,0.0,2.0,4.0,15.0,1.0,35.0,0.0,1.0,503.0
2016-01-13,299.0,0.0,38.0,3.0,0.0,0.0,4.0,0.0,7.0,3.0,1.0,2.0,5.0,11.0,0.0,37.0,0.0,0.0,410.0
2016-01-14,362.0,0.0,41.0,1.0,1.0,0.0,1.0,1.0,6.0,2.0,0.0,3.0,6.0,24.0,0.0,41.0,1.0,1.0,491.0
2016-01-15,516.0,0.0,52.0,1.0,2.0,0.0,2.0,2.0,6.0,3.0,4.0,3.0,5.0,23.0,2.0,37.0,0.0,0.0,658.0
2016-01-16,323.0,0.0,26.0,1.0,1.0,0.0,2.0,1.0,11.0,2.0,3.0,0.0,4.0,17.0,1.0,35.0,0.0,2.0,429.0
2016-01-17,308.0,0.0,25.0,2.0,5.0,0.0,1.0,0.0,12.0,2.0,0.0,0.0,0.0,16.0,0.0,19.0,0.0,1.0,391.0
2016-01-18,389.0,0.0,42.0,1.0,0.0,0.0,3.0,1.0,9.0,4.0,0.0,1.0,4.0,18.0,0.0,32.0,0.0,1.0,505.0
2016-01-19,378.0,0.0,23.0,0.0,1.0,0.0,3.0,5.0,7.0,3.0,1.0,0.0,6.0,23.0,0.0,36.0,0.0,0.0,486.0
2016-01-20,419.0,0.0,51.0,1.0,2.0,0.0,0.0,0.0,10.0,1.0,0.0,1.0,8.0,16.0,1.0,35.0,0.0,1.0,546.0
2016-01-21,392.0,0.0,41.0,1.0,0.0,0.0,0.0,2.0,6.0,1.0,1.0,2.0,8.0,16.0,0.0,33.0,0.0,0.0,503.0
2016-01-22,343.0,0.0,35.0,2.0,0.0,0.0,2.0,1.0,7.0,2.0,1.0,2.0,4.0,22.0,2.0,41.0,0.0,0.0,464.0
2016-01-23,330.0,0.0,22.0,2.0,0.0,0.0,1.0,0.0,7.0,2.0,1.0,0.0,1.0,20.0,0.0,30.0,0.0,0.0,416.0
2016-01-24,301.0,0.0,17.0,2.0,4.0,0.0,0.0,0.0,7.0,1.0,0.0,1.0,0.0,17.0,0.0,31.0,0.0,0.0,381.0
2016-01-25,417.0,0.0,83.0,4.0,5.0,0.0,2.0,2.0,13.0,3.0,0.0,0.0,2.0,13.0,1.0,24.0,1.0,1.0,571.0
2016-01-26,414.0,0.0,28.0,1.0,1.0,0.0,1.0,2.0,15.0,5.0,0.0,2.0,5.0,21.0,0.0,33.0,0.0,1.0,529.0
2016-01-27,409.0,0.0,33.0,1.0,3.0,0.0,0.0,1.0,9.0,2.0,0.0,0.0,9.0,15.0,3.0,33.0,0.0,0.0,518.0
2016-01-28,369.0,0.0,38.0,0.0,4.0,0.0,0.0,2.0,7.0,3.0,0.0,1.0,3.0,21.0,2.0,31.0,0.0,1.0,482.0
2016-01-29,402.0,0.0,30.0,3.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,3.0,20.0,0.0,29.0,0.0,1.0,496.0
2016-01-30,361.0,0.0,31.0,3.0,1.0,0.0,1.0,0.0,9.0,0.0,0.0,1.0,4.0,23.0,0.0,33.0,0.0,2.0,469.0
2016-01-31,296.0,0.0,18.0,3.0,4.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,17.0,0.0,31.0,0.0,3.0,378.0
2016-02-01,418.0,0.0,33.0,3.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,5.0,13.0,0.0,21.0,0.0,3.0,503.0
2016-02-02,421.0,0.0,55.0,0.0,1.0,0.0,0.0,1.0,5.0,6.0,1.0,2.0,2.0,23.0,0.0,43.0,0.0,1.0,561.0
2016-02-03,440.0,0.0,36.0,2.0,1.0,0.0,1.0,1.0,9.0,3.0,1.0,1.0,11.0,24.0,2.0,42.0,0.0,2.0,576.0
2016-02-04,401.0,0.0,39.0,5.0,2.0,0.0,2.0,2.0,6.0,2.0,1.0,0.0,9.0,24.0,1.0,34.0,0.0,3.0,531.0
2016-02-05,437.0,0.0,77.0,2.0,0.0,0.0,0.0,4.0,13.0,2.0,1.0,1.0,7.0,24.0,1.0,27.0,0.0,2.0,598.0
2016-02-06,366.0,0.0,21.0,1.0,1.0,0.0,1.0,0.0,9.0,1.0,1.0,0.0,2.0,10.0,0.0,39.0,0.0,1.0,453.0
2016-02-07,326.0,0.0,16.0,1.0,2.0,0.0,1.0,0.0,9.0,2.0,0.0,1.0,1.0,19.0,0.0,31.0,0.0,3.0,412.0
2016-02-08,429.0,0.0,44.0,3.0,0.0,0.0,3.0,1.0,9.0,5.0,1.0,0.0,9.0,20.0,1.0,35.0,0.0,0.0,560.0
2016-02-09,343.0,0.0,26.0,1.0,1.0,0.0,3.0,0.0,8.0,1.0,0.0,2.0,6.0,19.0,0.0,30.0,0.0,0.0,440.0
2016-02-10,423.0,0.0,40.0,0.0,1.0,0.0,2.0,4.0,5.0,3.0,0.0,1.0,4.0,12.0,1.0,39.0,0.0,2.0,537.0
2016-02-11,380.0,0.0,32.0,2.0,2.0,0.0,4.0,2.0,6.0,6.0,0.0,0.0,5.0,21.0,0.0,24.0,0.0,1.0,485.0
2016-02-12,414.0,0.0,68.0,2.0,1.0,0.0,0.0,0.0,8.0,2.0,0.0,1.0,8.0,17.0,1.0,40.0,0.0,1.0,563.0
2016-02-13,346.0,0.0,22.0,2.0,1.0,0.0,3.0,0.0,6.0,0.0,0.0,2.0,1.0,22.0,0.0,24.0,0.0,0.0,429.0
2016-02-14,319.0,0.0,34.0,1.0,3.0,0.0,0.0,1.0,11.0,1.0,0.0,0.0,0.0,21.0,0.0,35.0,0.0,1.0,427.0
2016-02-15,449.0,0.0,44.0,4.0,0.0,0.0,2.0,0.0,8.0,5.0,1.0,1.0,4.0,28.0,0.0,25.0,0.0,2.0,573.0
2016-02-16,461.0,0.0,37.0,0.0,4.0,0.0,1.0,5.0,9.0,4.0,0.0,2.0,8.0,20.0,1.0,33.0,1.0,0.0,586.0
2016-02-17,452.0,0.0,31.0,2.0,4.0,0.0,4.0,0.0,8.0,1.0,0.0,2.0,9.0,14.0,2.0,33.0,1.0,3.0,566.0
2016-02-18,415.0,0.0,42.0,2.0,0.0,0.0,2.0,3.0,10.0,2.0,0.0,0.0,7.0,16.0,0.0,31.0,0.0,2.0,532.0
2016-02-19,485.0,0.0,26.0,2.0,0.0,0.0,0.0,0.0,9.0,3.0,0.0,6.0,3.0,25.0,1.0,32.0,0.0,2.0,594.0
2016-02-20,409.0,0.0,20.0,2.0,4.0,0.0,0.0,0.0,7.0,2.0,0.0,2.0,6.0,16.0,0.0,23.0,0.0,4.0,495.0
2016-02-21,349.0,0.0,24.0,6.0,2.0,0.0,1.0,0.0,7.0,0.0,1.0,0.0,2.0,17.0,0.0,31.0,0.0,1.0,441.0
2016-02-22,449.0,0.0,35.0,0.0,4.0,0.0,4.0,2.0,10.0,1.0,0.0,3.0,6.0,13.0,0.0,34.0,0.0,1.0,562.0
2016-02-23,407.0,0.0,30.0,3.0,1.0,0.0,1.0,2.0,9.0,5.0,1.0,0.0,10.0,27.0,0.0,34.0,1.0,2.0,533.0
2016-02-24,401.0,0.0,34.0,4.0,0.0,0.0,2.0,2.0,10.0,4.0,0.0,3.0,3.0,26.0,1.0,43.0,0.0,0.0,533.0
2016-02-25,401.0,0.0,33.0,3.0,1.0,0.0,1.0,5.0,8.0,1.0,0.0,2.0,1.0,20.0,0.0,34.0,0.0,1.0,511.0
2016-02-26,464.0,0.0,36.0,2.0,1.0,0.0,2.0,0.0,8.0,0.0,1.0,2.0,8.0,27.0,0.0,29.0,0.0,2.0,582.0
2016-02-27,317.0,0.0,20.0,3.0,2.0,0.0,1.0,0.0,10.0,4.0,0.0,1.0,1.0,17.0,0.0,36.0,0.0,1.0,413.0
2016-02-28,341.0,0.0,27.0,4.0,1.0,0.0,0.0,0.0,7.0,2.0,0.0,1.0,1.0,20.0,0.0,27.0,0.0,3.0,434.0
2016-02-29,431.0,0.0,43.0,4.0,0.0,0.0,4.0,1.0,12.0,5.0,0.0,1.0,5.0,14.0,1.0,31.0,0.0,1.0,553.0
2016-03-01,501.0,0.0,46.0,4.0,1.0,0.0,2.0,1.0,8.0,4.0,1.0,1.0,2.0,14.0,0.0,47.0,0.0,3.0,635.0
2016-03-02,405.0,0.0,31.0,1.0,1.0,0.0,1.0,1.0,10.0,5.0,1.0,1.0,3.0,22.0,1.0,36.0,1.0,2.0,522.0
2016-03-03,416.0,0.0,36.0,3.0,0.0,0.0,1.0,1.0,10.0,6.0,0.0,1.0,9.0,21.0,0.0,39.0,0.0,0.0,543.0
2016-03-04,410.0,0.0,30.0,1.0,3.0,0.0,2.0,0.0,8.0,3.0,0.0,0.0,3.0,26.0,2.0,33.0,0.0,2.0,523.0
2016-03-05,393.0,0.0,22.0,2.0,6.0,0.0,0.0,1.0,6.0,0.0,1.0,0.0,1.0,26.0,0.0,35.0,0.0,2.0,495.0
2016-03-06,315.0,0.0,16.0,2.0,2.0,0.0,4.0,1.0,9.0,3.0,1.0,0.0,0.0,16.0,1.0,29.0,0.0,2.0,401.0
2016-03-07,409.0,0.0,32.0,2.0,2.0,0.0,3.0,0.0,18.0,3.0,1.0,1.0,2.0,30.0,1.0,28.0,1.0,1.0,534.0
2016-03-08,405.0,0.0,27.0,2.0,2.0,0.0,4.0,0.0,9.0,4.0,0.0,2.0,4.0,33.0,0.0,37.0,0.0,0.0,529.0
2016-03-09,368.0,0.0,30.0,3.0,2.0,0.0,1.0,1.0,10.0,3.0,0.0,1.0,6.0,20.0,1.0,35.0,0.0,0.0,481.0
2016-03-10,410.0,0.0,30.0,1.0,0.0,0.0,1.0,1.0,6.0,1.0,0.0,0.0,6.0,18.0,0.0,37.0,0.0,1.0,512.0
2016-03-11,421.0,0.0,28.0,4.0,0.0,0.0,0.0,2.0,10.0,1.0,1.0,2.0,1.0,21.0,0.0,34.0,0.0,0.0,525.0
2016-03-12,382.0,0.0,22.0,4.0,0.0,0.0,2.0,2.0,7.0,0.0,3.0,1.0,5.0,18.0,0.0,22.0,0.0,0.0,468.0
2016-03-13,365.0,0.0,28.0,4.0,3.0,0.0,4.0,0.0,10.0,2.0,1.0,0.0,0.0,11.0,0.0,29.0,0.0,1.0,458.0
2016-03-14,432.0,0.0,39.0,1.0,0.0,0.0,1.0,0.0,10.0,1.0,0.0,3.0,16.0,20.0,0.0,44.0,0.0,2.0,569.0
2016-03-15,531.0,0.0,45.0,2.0,3.0,0.0,1.0,4.0,5.0,2.0,0.0,1.0,5.0,23.0,1.0,34.0,0.0,5.0,662.0
2016-03-16,461.0,0.0,42.0,2.0,1.0,0.0,7.0,2.0,13.0,3.0,0.0,0.0,4.0,22.0,2.0,33.0,0.0,2.0,594.0
2016-03-17,450.0,0.0,41.0,2.0,1.0,0.0,1.0,3.0,10.0,2.0,0.0,3.0,5.0,25.0,0.0,33.0,0.0,0.0,576.0
2016-03-18,501.0,0.0,39.0,2.0,3.0,0.0,4.0,1.0,8.0,1.0,0.0,0.0,5.0,23.0,2.0,36.0,0.0,1.0,626.0
2016-03-19,361.0,0.0,25.0,3.0,3.0,0.0,1.0,0.0,11.0,1.0,1.0,1.0,2.0,9.0,0.0,33.0,0.0,1.0,452.0
2016-03-20,310.0,0.0,21.0,4.0,1.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,13.0,0.0,27.0,0.0,1.0,388.0
2016-03-21,326.0,0.0,25.0,2.0,2.0,0.0,2.0,0.0,10.0,2.0,1.0,0.0,5.0,16.0,1.0,32.0,0.0,1.0,425.0
2016-03-22,398.0,0.0,34.0,4.0,4.0,0.0,2.0,4.0,11.0,5.0,1.0,3.0,5.0,21.0,0.0,25.0,0.0,0.0,517.0
2016-03-23,407.0,0.0,29.0,1.0,1.0,0.0,1.0,1.0,11.0,4.0,0.0,5.0,6.0,16.0,0.0,25.0,0.0,1.0,508.0
2016-03-24,282.0,0.0,20.0,2.0,4.0,0.0,1.0,0.0,10.0,0.0,1.0,1.0,2.0,17.0,0.0,15.0,0.0,1.0,356.0
2016-03-25,241.0,0.0,29.0,2.0,3.0,0.0,1.0,0.0,5.0,1.0,1.0,0.0,1.0,7.0,0.0,17.0,0.0,0.0,308.0
2016-03-26,288.0,0.0,20.0,4.0,1.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,4.0,9.0,0.0,19.0,0.0,0.0,358.0
2016-03-27,299.0,0.0,13.0,4.0,0.0,0.0,1.0,0.0,7.0,1.0,0.0,1.0,2.0,15.0,1.0,33.0,0.0,1.0,378.0
2016-03-28,403.0,0.0,41.0,1.0,1.0,0.0,1.0,1.0,15.0,5.0,0.0,0.0,4.0,19.0,1.0,43.0,0.0,0.0,535.0
2016-03-29,408.0,0.0,28.0,0.0,3.0,0.0,0.0,3.0,8.0,2.0,1.0,3.0,6.0,13.0,1.0,41.0,0.0,3.0,520.0
2016-03-30,419.0,0.0,27.0,1.0,3.0,0.0,2.0,1.0,7.0,3.0,0.0,1.0,10.0,24.0,0.0,33.0,0.0,0.0,531.0
2016-03-31,394.0,0.0,44.0,4.0,0.0,0.0,1.0,4.0,11.0,3.0,0.0,2.0,5.0,23.0,1.0,43.0,0.0,1.0,536.0
2016-04-01,550.0,0.0,46.0,2.0,2.0,0.0,1.0,1.0,8.0,2.0,1.0,3.0,6.0,29.0,0.0,33.0,0.0,2.0,686.0
2016-04-02,372.0,0.0,25.0,2.0,0.0,0.0,1.0,0.0,6.0,2.0,1.0,3.0,9.0,18.0,0.0,31.0,0.0,1.0,471.0
2016-04-03,349.0,0.0,18.0,3.0,1.0,0.0,0.0,0.0,14.0,2.0,1.0,2.0,0.0,24.0,0.0,23.0,0.0,5.0,442.0
2016-04-04,469.0,0.0,47.0,4.0,3.0,0.0,2.0,1.0,7.0,3.0,0.0,1.0,6.0,24.0,0.0,36.0,0.0,3.0,606.0
2016-04-05,432.0,0.0,51.0,1.0,2.0,0.0,1.0,1.0,7.0,3.0,1.0,1.0,7.0,23.0,2.0,34.0,0.0,0.0,566.0
2016-04-06,392.0,0.0,36.0,1.0,0.0,0.0,4.0,2.0,11.0,1.0,0.0,2.0,7.0,26.0,0.0,42.0,1.0,2.0,527.0
2016-04-07,424.0,0.0,24.0,2.0,1.0,0.0,4.0,2.0,8.0,3.0,1.0,1.0,6.0,28.0,0.0,33.0,0.0,1.0,538.0
2016-04-08,458.0,0.0,35.0,1.0,0.0,0.0,1.0,0.0,9.0,2.0,1.0,0.0,2.0,28.0,3.0,35.0,0.0,2.0,577.0
2016-04-09,388.0,0.0,19.0,4.0,6.0,0.0,1.0,0.0,5.0,1.0,1.0,2.0,4.0,13.0,0.0,34.0,0.0,2.0,480.0
2016-04-10,323.0,0.0,21.0,2.0,4.0,0.0,1.0,0.0,12.0,1.0,2.0,0.0,0.0,23.0,0.0,30.0,0.0,1.0,420.0
2016-04-11,437.0,0.0,36.0,1.0,3.0,0.0,3.0,0.0,10.0,1.0,1.0,1.0,5.0,22.0,1.0,41.0,0.0,1.0,563.0
2016-04-12,476.0,0.0,27.0,6.0,2.0,0.0,1.0,2.0,7.0,6.0,0.0,0.0,6.0,23.0,1.0,32.0,0.0,3.0,592.0
2016-04-13,397.0,0.0,16.0,0.0,1.0,0.0,4.0,2.0,5.0,3.0,1.0,4.0,6.0,18.0,1.0,32.0,0.0,0.0,490.0
2016-04-14,438.0,0.0,32.0,1.0,2.0,0.0,2.0,1.0,7.0,1.0,1.0,0.0,2.0,18.0,0.0,28.0,0.0,2.0,535.0
2016-04-15,509.0,0.0,44.0,1.0,0.0,0.0,0.0,1.0,5.0,4.0,0.0,1.0,4.0,20.0,1.0,25.0,1.0,3.0,619.0
2016-04-16,421.0,0.0,26.0,5.0,2.0,0.0,3.0,2.0,6.0,2.0,0.0,4.0,3.0,28.0,1.0,30.0,0.0,2.0,535.0
